NUMCPT,NOMCLI,TYPE_CLIENT,SECTEUR_CLIENT,CONSOLIDATION_CLIENT,CODAME,CODGVR,SERVICE_TYPE
213741,AMBASSADE DES ETATS UNIS D'AMERIQUE LES BERGES DU LAC,GENERAL,AGRICULTURE,AMBASSADE DES ETATS UNIS D'AMERIQUE,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS",,
213831,LUBRIFIANTS DE TUNISIE IMM ENNOUZHA 2 RUE 8301 MONTPLAISIR,GENERAL,AGRICULTURE,LUBRIFIANTS DE TUNISIE,EXTRAC.ET RAFFINAGE DE PETROLE ET PROD.GAZ,,
214241,S O G E M A C RTE DE METLINE KM 2 RAS JEBEL,GENERAL,AGRICULTURE,S  O  G  E  M  A  C,COMMERCE,,
214281,ENTREPRISES YOUSSEF EL TAIEF (BUREAU SOUSSE) RUE JAZIA EL HILALIA SOUSSE,GENERAL,AGRICULTURE,ENTREPRISES  YOUSSEF EL TAIEF,BATIMENT ET TRAVAUX PUBLICS,,
214371,CHAKER DHAOUI BEN BELGACEM 34 AV. DE LA REPUBLIQUE SIDI BOUZID,GENERAL,AGRICULTURE,CHAKER DHAOUI BEN BELGACEM,COMMERCE,,
214551,GRAND MAGASIN ROUTE SIDI SALEM N° 83 SIDI BOUZID,GENERAL,AGRICULTURE,GRAND MAGASIN,FAB.DU PAPIER DE L'IMPRIMERIE ET EDITION,,
214591,SOCIETE TUNIS CARS BUDJET 7 RUE DES REMERS CHARGUIA 2,GENERAL,AGRICULTURE,SOCIETE TUNIS CARS BUDJET,ACTIVITES AUXILIERES AU TRANSPORT,,
214611,"S.M.V.D.A ""DOMAINE BORJ CHAKIR"" RUE 13001 Z.I KSAR SAID DOUAR HICHER TUNIS",GENERAL,AGRICULTURE,S.M.V.D.A.,PRODUCTION VEGETALE,,
214961,"SOCIETE EL BARAKA DE PRODUITS AGRO ALIMENTAIRES ""AMIRA"" RTE DE MORNAG KM 9 BEN AROUS",GENERAL,AGRICULTURE,"SOCIETE EL BARAKA DE PRODUITS AGRO ALIMENTAIRES ""AMIRA""",CONSERVERIES,,
215041,SOCIETE ABIDI ET FRERES,GENERAL,AGRICULTURE,SOCIETE ABIDI ET FRERES,COMMERCE,,
215141,S.M.V.D.A JELMA 2 TUNISIE CENTRALE HOTEL RIADH PALMS BOULEVARD 7 NOVEMBRE SOUSSE,GENERAL,AGRICULTURE,S.M.V.D.A.,PRODUCTION VEGETALE,,
215381,SOCIETE AGRI LEGUMES RUE MOUSSA IBN NOUSSAIER LE BARDO,GENERAL,AGRICULTURE,SOCIETE AGRI LEGUMES,PRODUCTION VEGETALE,,
215401,CANADO TUNISIENNE DES INDUSTRIES AGROALIMENTAIRES IMM L'ARCHE DU LAC RUE DU LAC VICTORIA,GENERAL,AGRICULTURE,CANADO TUNISIENNE DES INDUSTRIES AGROALIMENTAIRES,AUTRES INDUSTRIES ALIMENTAIRES,,
215631,MR BRAHIM BEN HAMOUDA BEN SGHAIER RTE DE KONDAR VERS KALAA KEBIRA BALAOUM SOUSS,GENERAL,AGRICULTURE,MR BRAHIM BEN HAMOUDA BEN SGHAIER,PRODUCTION VEGETALE,,
215641,O T D MRAISSA MRAISSA,GENERAL,AGRICULTURE,O T D,PRODUCTION VEGETALE,,
215681,SOCIETE BOUSAID DE DEVELOPPEMENT AGRICOLE RUE 18 JANVIER 1952 BEJA,GENERAL,AGRICULTURE,SOCIETE BOUSAID DE DEVELOPPEMENT AGRICOLE,PRODUCTION VEGETALE,,
215701,"STE. AGRICOLE DICK S.A "" DICK ABATTOIR "" GROUPE POULINA GP1 KM.12 EZZAHRA",GENERAL,AGRICULTURE,"STE. AGRICOLE DICK S.A "" DICK ABATTOIR "" GROUPE POULINA",PRODUCTION VEGETALE,,
215881,STE FEWHA Z I SIDI BOUZID,GENERAL,AGRICULTURE,STE FEWHA,CONSERVERIES,,
216201,OFFICE DE DEVELOPPEMENT DE RJIM MAATOUG KEBILI,GENERAL,AGRICULTURE,OFFICE DE DEVELOPPEMENT DE REJIM MAATOUG,PRODUCTION VEGETALE,,
216241,S.M.V.D.A. SIDI BOUTEFFAHA BP 43 RESIDENCE CARTHAGE VILLA N 6,GENERAL,AGRICULTURE,S.M.V.D.A.,PRODUCTION VEGETALE,,
216301,VA TECH WABAG TUNISIE 13 RUE TAHER MEMMI EL MENZAH VI,GENERAL,AGRICULTURE,VA TECH WABAG TUNISIE,DIVERS,,
216341,C N S S POLYCLINIQUE METLAOUI METLAOUI,GENERAL,AGRICULTURE,C N S S POLYCLINIQUE METLAOUI,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS",,
216421,OFFICE DE DEVELOPPEMENT DE REJIM MAATOUG REGIM MAATOUG,GENERAL,AGRICULTURE,OFFICE DE DEVELOPPEMENT DE REJIM MAATOUG,PRODUCTION VEGETALE,,
216591,"STE DAOUD DE CONSERVE ET PRODUITS ALIMENTAIRES ""SODACO"" RTE DE KORBOUS BP 16 SOLIMAN",GENERAL,AGRICULTURE,"STE DAOUD DE CONSERVE ET PRODUITS ALIMENTAIRES ""SODACO""",CONSERVERIES,,
216691,"LA GENERALE ALIMENTAIRE ""JOUDA"" RTE DE OUESLATIA KAIROUAN",GENERAL,AGRICULTURE,"LA GENERALE ALIMENTAIRE ""JOUDA""",CONSERVERIES,,
216731,AHMED LANDOULSI HUILERIE AV. H. BOURGUIBA KALAAT ANDALOUS,GENERAL,AGRICULTURE,AHMED LANDOULSI HUILERIE,FABRICATION D'HUILE ET DES CORPS GRAS,,
216771,"SOCIETE SAHARIENNE DE TOURISME TUNISIEN ""S.T.T."" KSAR GHILANE",GENERAL,AGRICULTURE,"SOCIETE SAHARIENNE DE TOURISME TUNISIEN ""S.T.T.""",HOTELLERIE,,
217041,OFFICE NATIONALE DE L'HUILE SFAX,GENERAL,AGRICULTURE,OFFICE NATIONALE DE L'HUILE,FABRICATION D'HUILE ET DES CORPS GRAS,,
217171,OFFICE DU COMMERCE DE LA TUNISIE AV MOHAMED 5 TUNIS,GENERAL,AGRICULTURE,OFFICE DU COMMERCE DE LA TUNISIE,ADMINISTRATION GENERALE TUNISIENNE,,
218411,SOCIETE ATC AUTOMATISME B 25 HABIB BOURGUIBA CENTRE S MEGRINE,GENERAL,AGRICULTURE,SOCIETE ATC AUTOMATISME,FAB.DE MATER.ET EQUIP.AGRICOLE ET INDUSTR.,,
219031,. DEPOT S.N.D.P.,GENERAL,AGRICULTURE,DEPOT S.N.D.P.,DIVERS,,
219041,- DEPOT S.N.D.P.,GENERAL,AGRICULTURE,DEPOT S.N.D.P.,DIVERS,,
219611,AGROCOMBINAT BENI AYECHE EL KHANGA PAR SAMMECH EL KHANGA,GENERAL,AGRICULTURE,AGROCOMBINAT,PRODUCTION VEGETALE,,
219921,FRIGO CONFORT EXPORT ROUTE MAHDIA KM 23 EL AMRA SFAX,GENERAL,AGRICULTURE,FRIGO CONFORT EXPORT,AUTRES INDUSTRIES ALIMENTAIRES,,
220001,CLIENT LUBRIFIANTS A L'EXPORTATION DEPOT S.N.D.P. LA GOULETTE,GENERAL,AGRICULTURE,CLIENT LUBRIFIANTS A L'EXPORTATION DEPOT S.N.D.P.,DIVERS,,
220801,"OFFICE NATIONAL DE TELECOMMUNICATION ""TUNISIE TELECOM"" RUE ARABIE SAOUDITE TUNIS",GENERAL,AGRICULTURE,TUNISIE TELECOM,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
220821,TUNISIE TELECOM - DISTRICT DE L'ARIANA ARIANA,GENERAL,AGRICULTURE,TUNISIE TELECOM,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
220841,TUNISIE TELECOM - DISTRICT DE MANNOUBA MANNOUBA,GENERAL,AGRICULTURE,TUNISIE TELECOM,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
220851,TUNISIE TELECOM - DISTRICT DE NABEUL NABEUL,GENERAL,AGRICULTURE,TUNISIE TELECOM,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
220991,TUNISIE TELECOM - DISTRICT DE GABES GABES,GENERAL,AGRICULTURE,TUNISIE TELECOM,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
221001,TUNISIE TELECOM - DIRECTION REGIONALE DE SFAX AV.7 NOVEMBRE COMPLEXE DES TELECOMS,GENERAL,AGRICULTURE,TUNISIE TELECOM,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
221021,TUNISIE TELECOM - DISTRICT DU KEF LE KEF,GENERAL,AGRICULTURE,TUNISIE TELECOM,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
221031,TUNISIE TELECOM - DISTRICT DE JENDOUBA JENDOUBA,GENERAL,AGRICULTURE,TUNISIE TELECOM,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
221131,"OFFICE NATIONAL DES POSTES ""LA POSTE TUNISIENNE"" DIRECTION DES MOYENS RUE HEDI NOUIRA TUNIS",GENERAL,AGRICULTURE,LA POSTE TUNISIENNE,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
221231,"OFFICE NATIONAL DES POSTES ""LA POSTE TUNISIENNE"" MEDENINE",GENERAL,AGRICULTURE,LA POSTE TUNISIENNE,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
221291,OFFICE NATIONAL DES POSTES DIRECTION REGIONALE KASSERINE KASSERINE,GENERAL,AGRICULTURE,LA POSTE TUNISIENNE,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
221391,OFFICE NATIONAL DES POSTES DIRECTION DU TRI ET DES ACHEMINEMENTS COMPLEXE POSTAL TUNIS CARTHAGE,GENERAL,AGRICULTURE,LA POSTE TUNISIENNE,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
221581,TUNISIE CATERING S A AV HEDI KARRAY ZONE URBAINE NORD MAHRAJENE,GENERAL,AGRICULTURE,TUNISIE  CATERING S A,RESTAURATION,,
221761,ENTREPRISE BEN SALAH DE TRAVAUX PUBLICS CITE ENNASSIM JANHOURA KEBILI,GENERAL,AGRICULTURE,ENTREPRISE BEN SALAH DE TRAVAUX PUBLICS,BATIMENT ET TRAVAUX PUBLICS,,
221771,"SOCIETE DE NOUVEAUX TRAVAUX DE SUD "" SNTS "" CITE EL IZDIHAR TOZEUR",GENERAL,AGRICULTURE,"SOCIETE DE NOUVEAUX TRAVAUX DE SUD "" SNTS """,BATIMENT ET TRAVAUX PUBLICS,,
221791,COMPTOIR DE PECHES DE RECHANGES RIDHA BEN AHMED CITE DES MARTYRS KALAAT LANDALOUS,GENERAL,AGRICULTURE,COMPTOIR DE PECHES DE RECHANGES RIDHA BEN AHMED,AUTRES INDUSTRIES ALIMENTAIRES,,
221801,"TUNISIE BATIMENTS TRAVAUX PUBLICS ET SERVICES ""BAYA BETON"" MONTPLAISIR B5 SAFSAF",GENERAL,AGRICULTURE,"TUNISIE BATIMENTS TRAVAUX PUBLICS ET SERVICES ""BAYA BETON""",AUTRES INDUSTRIES DIVERSES,,
221961,YASMINE METAL Z. I. MENZEL JEMIL,GENERAL,AGRICULTURE,YASMINE METAL,"SIDER.METALLUR.DES NON FERREUX,FONDERIE",,
222421,CLIENTS PASSAGERS DEPOT GOULETTE,GENERAL,AGRICULTURE,CLIENTS PASSAGERS,COMMERCE,,
222422,CLIENTS PASSAGERS DEPOT GOULETTE,GENERAL,AGRICULTURE,CLIENTS PASSAGERS,COMMERCE,,
222441,HOTEL SYPHAX SARL JARDIN PUBLIC RTE SOUKRA KM 0.5 SFAX,GENERAL,AGRICULTURE,HOTEL SYPHAX    SARL,HOTELLERIE,,
222581,AFRI LUBES ROUTE DE SOUSSE KM 4 MEGRINE RIADH,GENERAL,AGRICULTURE,AFRI LUBES,COMMERCE,,
222841,AGENCE MUNICIPALE DE GESTION AV MED 5 PALAIS DES CONGRES TUNIS,GENERAL,AGRICULTURE,AGENCE MUNICIPALE DE GESTION,ADMINISTRATION GENERALE TUNISIENNE,,
222911,S O R A H U I L E Z.I. MADAGASCAR,GENERAL,AGRICULTURE,S O R A H U I L E,FABRICATION D'HUILE ET DES CORPS GRAS,,
223081,SOCIETE FITOLINA 07 RUE AMILCAR TUNIS,GENERAL,AGRICULTURE,SOCIETE FITOLINA,COMMERCE,,
223111,SOCIETE JEMAA TRABELSI & FILS SOTRAJEF 035 ABDERRAHMAN MAMI BORJ LOUZIR,GENERAL,AGRICULTURE,SOCIETE JEMAA TRABELSI & FILS SOTRAJEF,COMMERCE,,
223211,SOCIETE CAS AFRICA RUE D'ITALIE N°32 1ER ETAGE N°3 BAB BHAR TUNIS,GENERAL,AGRICULTURE,SOCIETE CAS AFRICA,COMMERCE,,
223571,SOGENI 25 RUE DES ENTREPRENEURS BP 49 ARIANA,GENERAL,AGRICULTURE,SOGENI,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS",,
223641,SIPER CARBOLINE ZONE INDUSTRIELLE BIR M'CHARGUA,GENERAL,AGRICULTURE,SIPER CARBOLINE,COMMERCE,,
223741,"SOCIETE DOMAINE AGRICOLE ""KHADIJA""MED FAIEZ CHAMARI GORJANA AIN ASKER ZAGHOUAN",GENERAL,AGRICULTURE,"SOCIETE DOMAINE AGRICOLE ""KHADIJA""MED FAIEZ CHAMARI",PRODUCTION VEGETALE,,
223841,SOCIETE D'EXPLOITATION ET DE DEVELOPPEMENT AGRICOLE ERRAHMA 4 RUE DE LA TANNERIE MEGRINE RIADH,GENERAL,AGRICULTURE,SOCIETE D'EXPLOITATION ET DE DEVELOPPEMENT AGRICOLE ERRAHMA,PRODUCTION VEGETALE,,
224361,HATEM MHADBI VENTE GROS PRODUITS METALLURGIQUES HICHUR EL YAHOUDIA EL MOUROUJ,GENERAL,AGRICULTURE,HATEM MHADBI VENTE GROS PRODUITS METALLURGIQUES,COMMERCE,,
224411,"SOCIETE SERVITRA 065, 8601 ZI CHARGUIA 1 TUNIS",GENERAL,AGRICULTURE,SOCIETE SERVITRA,COMMERCE,,
224781,SOCIETE ZAMA,GENERAL,AGRICULTURE,SOCIETE ZAMA,PRODUCTION VEGETALE,,
224901,SOCIETE NOUVELLE D'IMPRESSION DE PRESSE ET D'EDITION 06 RUE ALI BACHG HAMBA TUNIS,GENERAL,AGRICULTURE,SNIPE,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS",,
224951,"SOCIETE TOURISTIQUE DE KHROUMIRIE ""ROYAL RAYHANA HOTEL"" BP 102 AIN DRAHAM",GENERAL,AGRICULTURE,"SOCIETE TOURISTIQUE DE KHROUMIRIE ""ROYAL RAYHANA HOTEL""",HOTELLERIE,,
225051,COGEM PLUS LOUIS BRAILLE CITE EL KHADRA,GENERAL,AGRICULTURE,COGEM PLUS,"ACTIVITES CONSEIL,REPARATION ET ENTRETIEN",,
225261,SOCIETE MARJA DE DEVELOPPEMENT DE L'ELEVAGE ET DE L'AGRICULTURE BP N0 117 BOUSALEM,GENERAL,AGRICULTURE,SOCIETE MARJA DE DEVELOPPEMENT DE L'ELEVAGE ET DE L'AGRICULTURE,PRODUCTION VEGETALE,,
225291,STELLA SARL 218 RUE ENVIRONNEMENT ZI BORJ CEDRIA,GENERAL,AGRICULTURE,STELLA SARL,COMMERCE,,
225410,JALOUL ATEK 147 RUE EL KONDY BEN AROUS,GENERAL,AGRICULTURE,JALOUL ATEK,BATIMENT ET TRAVAUX PUBLICS,,
225441,SOCIETE SOTUDIS ROUTE DE SOUSSE KM 5 BEN AROUS,GENERAL,AGRICULTURE,SOCIETE SOTUDIS,COMMERCE,,
225461,SONEDE DIVISION APPROVISIONNEMENT 23 AVENUE JAWHAR LEL NAHRU MONTFLEURY,GENERAL,AGRICULTURE,S O N E D E,PRODUCTION ET DISTRIBUTION D'EAU,,
225511,CENTRE DE TRANSPORT DES JEUNES SPORTIFS CITE NATIONALE SPORTIVE EL MENZAH,GENERAL,AGRICULTURE,CENTRE DE TRANSPORT DES JEUNES SPORTIFS,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS",,
225571,CENTRE NA&TIONAL DE L'INFORMATIQUE 17 RUE BEL HASSEN EL OMRANE TUNIS,GENERAL,AGRICULTURE,CENTRE  NA&TIONAL DE L'INFORMATIQUE,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS",,
225621,CENTRE DE FORMATION DE LA FILLE RURALE DE SBEITLA BP13 SBEITLA KASSERINE,GENERAL,AGRICULTURE,CENTRE DE FORMATION DE LA FILLE RURALE DE SBEITLA,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS",,
225791,CENTRE DE FORMATION EN BIJOUTERIE HORLOGERIE ET JOILLERIE KM 6 ROUTE RAOUED,GENERAL,AGRICULTURE,CENTRE DE FORMATION EN BIJOUTERIE HORLOGERIE ET JOILLERIE,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS",,
225851,CARTHAGO ESSENCES AVENUE HABIB BOURGUIBA SOUSSE,GENERAL,AGRICULTURE,CARTHAGO ESSENCES,AUTRES INDUSTRIES ALIMENTAIRES,,
225861,SOCIETE BORNI TRANSPORT ROUTE GABES KM 8 SFAX,GENERAL,AGRICULTURE,SOCIETE BORNI TRANSPORT,TRANSPORT ROUTIER PARTICULIER (NON MARCH.),,
225951,TECHNOBETON SARL ROUTE EL JEM KSOUR ESSAF,GENERAL,AGRICULTURE,TECHNOBETON SARL,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
226041,SOCIETE FREE STYLE TRAVEL 78 AVENUE MOHAMED V NABEUL,GENERAL,AGRICULTURE,SOCIETE FREE STYLE TRAVEL,COMMERCE,,
226051,STE GRAND TRAVAUX DU NORD 11 RUE EL KETEB ERRIKIK ENNKHILETTE ARIANA,GENERAL,AGRICULTURE,STE GRAND TRAVAUX DU NORD,BATIMENT ET TRAVAUX PUBLICS,,
226081,"SOCIETE GENERALE DE TRANSPORT ET DE SERVICES ""S G T S"" RUE IMAM SAHNOUN NAHAL",GENERAL,AGRICULTURE,"SOCIETE GENERALE DE TRANSPORT ET DE SERVICES ""S G T S""",TRANSPORT ROUTIER MARCHANDISE,,
226111,STE ZARATI DES ETUDES ET TRAVAUX AGRICOLES ET HYDRAULIQUES SZETAH RUE RABTA N° 67 BAB JEDID TUNIS VILLE,GENERAL,AGRICULTURE,STE ZARATI DES ETUDES ET TRAVAUX AGRICOLES ET HYDRAULIQUES SZETAH,"ACTIVITES CONSEIL,REPARATION ET ENTRETIEN",,
226141,MME HAYET MAGUEBLI (STE SAFA SERVICES) RTE CHENENI BAYECH TATAOUINE,GENERAL,AGRICULTURE,MME HAYET MAGUEBLI (STE SAFA SERVICES),FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
226291,OTD CELLULE DE GESTION DES FERMES LAITIERES MEDJEZ EL BAB MEDJEZ EL BAB,GENERAL,AGRICULTURE,O T D,PRODUCTION VEGETALE,,
226311,GANNOUNI HAYET REVENDEUR BRIQUETTERIE ZI JENDOUBA,GENERAL,AGRICULTURE,GANNOUNI HAYET REVENDEUR BRIQUETTERIE,COMMERCE,,
226361,"WORLD TECHNOLOGIE ACCESS ""W.T.A."" 74 RUE 8600 Z.I. LA CHARGUIA",GENERAL,AGRICULTURE,"WORLD TECHNOLOGIE ACCESS ""W.T.A.""",BATIMENT ET TRAVAUX PUBLICS,,
226411,SUPERMARCHE KANGOUROU CITE BAHRI 2 SFAX,GENERAL,AGRICULTURE,SUPERMARCHE KANGOUROU,COMMERCE,,
226421,LES SALINES DE TATAOUINE 11 RUE DES LILAS,GENERAL,AGRICULTURE,LES SALINES DE TATAOUINE,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
226422,LES SALINES DE TATAOUINE 11 RUE DES LILAS,GENERAL,AGRICULTURE,LES SALINES DE TATAOUINE,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
226461,SOCIETE T.T.C. DISTRIBUTION ROUTE MATAR KM 4 SFAX,GENERAL,AGRICULTURE,SOCIETE T.T.C. DISTRIBUTION,COMMERCE,,
226571,SOCIETE OK TRANSPORT ROUTE MATAR KM 04 SFAX,GENERAL,AGRICULTURE,SOCIETE OK TRANSPORT,COMMERCE,,
226611,"SOCIETE AGRICULTURE DAIRY "" A. D. P. "" 11 AV. EL ONS DEN DEN",GENERAL,AGRICULTURE,"SOCIETE AGRICULTURE DAIRY "" A. D. P. """,AUTRES INDUSTRIES ALIMENTAIRES,,
226621,"S O T U L O G ""SOCIETE TUNISIENNE DE LOGISTIQUE"" 44 RUE KORTUBA MANAR 1",GENERAL,AGRICULTURE,"S O T U L O G ""SOCIETE TUNISIENNE DE LOGISTIQUE""",AUTRES INDUSTRIES ALIMENTAIRES,,
226661,SOCIETE EL AYEB VENTES MATERIAUX DE CONSTRUCTION RUE GRAND MAGHREB SIDI ALOUEN,GENERAL,AGRICULTURE,SOCIETE EL AYEB VENTES MATERIAUX DE CONSTRUCTION,BATIMENT ET TRAVAUX PUBLICS,,
226681,O.T.D. USINE DE CONCENTRE ENFIDHA ENFIDHA,GENERAL,AGRICULTURE,O T D,PRODUCTION VEGETALE,,
226701,NOVABRIQUE Z. I. BENI KHIAR,GENERAL,AGRICULTURE,NOVABRIQUE,EXTRACT.ET FACONNAGE DES PROD.CARRIERES,,
226721,S O L E X T R A P E AV. ESSOUROUR RESIDENCE DHOUHA APP 12 CHOUCHET RADES,GENERAL,AGRICULTURE,S O L E X T R A P E,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
226821,MR YAHYAOUI BOUBAKER BEN ABDALLAH 82 RUE AIN EL CAIED CITE NOUR KASSERINE,GENERAL,AGRICULTURE,MR YAHYAOUI BOUBAKER BEN ABDALLAH,DIVERS,,
227041,CENTRE DE FORMATION ET DE RECYCLAGE PROFESSIONNEL SIDI MANSOUR KM 6 SIDI MANSOUR SFAX,GENERAL,AGRICULTURE,CENTRE DE FORMATION ET DE RECYCLAGE PROFESSIONNEL,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS",,
227621,SECURITE ROUTIERE PEINTURE RUE DE MATHEMATIQUE GROMBALIA,GENERAL,AGRICULTURE,SECURITE ROUTIERE PEINTURE,COMMERCE,,
228031,SOCIETE OLA CAR RUE MALAREN RESIDENCE TEJ BERGES DU LAC,GENERAL,AGRICULTURE,SOCIETE OLA CAR,COMMERCE,,
228171,SOCIETE MODERNE D'ELEVAGE UTIQUE NOUVELLE RAS JEBEL,GENERAL,AGRICULTURE,SOCIETE MODERNE D'ELEVAGE,ELEVAGE,,
228471,BAHRI ENGINEERING AND MANAGEMENT B 02 FATOUMA BOURGUIBA LA SOUKRA,GENERAL,AGRICULTURE,BAHRI ENGINEERING AND MANAGEMENT,COMMERCE,,
228551,"ASCHERI ""FRESH ERBES "" TUNISIA DHRAA EL GATRANIA EL BATEN KM13 KAIROUAN",GENERAL,AGRICULTURE,"ASCHERI ""FRESH ERBES "" TUNISIA",PRODUCTION VEGETALE,,
228581,AFRIKIA INFO DIFFUSION IMM SILAC 3EME ETAGE B10/11 LES BERGES DU LAC,GENERAL,AGRICULTURE,AFRIKIA INFO DIFFUSION,COMMERCE,,
228591,SOCIETE NEFZAWA BETON 07 RUE DE LA LIBERTE DOUZ,GENERAL,AGRICULTURE,SOCIETE NEFZAWA BETON,FABRI.DE PRODUIT EN MATIERE PLASTIQUE,,
228681,CENTRE SECTORIEL DE FORMATION AUX METIERS DE TRANSPORT LOGISTIQUE BORA AVENUE DE LA JEUNESSE BORJ CEDRIA,GENERAL,AGRICULTURE,CENTRE SECTORIEL DE FORMATION AUX METIERS DE TRANSPORT LOGISTIQUE BORA,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS",,
228701,CENTRE SECTORIEL DE FORMATION EN ART ET GRAPHIQUE ARIANA 25 AVE NUE DE L'INDEPENDANCE ARIANA,GENERAL,AGRICULTURE,CENTRE SECTORIEL DE FORMATION EN ART ET GRAPHIQUE ARIANA,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS",,
228911,"SOCIETE TUNISIENNE D'EXPLOSIFS ET MUNITIONS ""SOTEMU"" 16 RUE 1ER JUIN 1955 MUTUELLEVILLE",GENERAL,AGRICULTURE,"SOCIETE TUNISIENNE D'EXPLOSIFS ET MUNITIONS ""SOTEMU""",AUTRES INDUSTRIES DIVERSES,,
228921,AGENCE NATIONALE DE GESTION DES DECHETS 6 RUE LAMINE ABASSI TUNIS,GENERAL,AGRICULTURE,AGENCE NATIONALE DE GESTION DES DECHETS,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
228971,SOCIETE GEOSEIS SERVICES RES KHAMAEL BERGES DU LAC LA MARSA,GENERAL,AGRICULTURE,SOCIETE GEOSEIS SERVICES,COMMERCE,,
229221,SOMEDEN 53 RUE 8601 LA CHARGUIA 1 TUNIS,GENERAL,AGRICULTURE,SOMEDEN,BATIMENT ET TRAVAUX PUBLICS,,
229251,CLIENT LUBES EXPORT SOCIETE EL AHLIA POUR LE COMMERCE GENERAL SECG KSAR IIOT KANC LOT N° 119 NOUAKCHOT MAURITANIE,GENERAL,AGRICULTURE,CLIENT LUBES EXPORT,DIVERS,,
229261,SMVDA ESSALAMA BOUREGBA ROUTE EL FEJJA MORNAGUIA,GENERAL,AGRICULTURE,S.M.V.D.A.,PRODUCTION VEGETALE,,
229391,"GROUPEMENT DES MANUTENTIONNAIRES DU CENTRE ""G M C"" 9 RUE SALAH SAAD IMM BEN ZINEB SOUSSE",GENERAL,AGRICULTURE,"GROUPEMENT DES MANUTENTIONNAIRES DU CENTRE ""G M C""",COMMERCE,,
229471,CENTRE SECTORIEL DE FORMATION EN MAINTENANCE DE NABEUL BP 153 ZONE INDUSTRIELLE NABEUL,GENERAL,AGRICULTURE,CENTRE SECTORIEL DE FORMATION EN MAINTENANCE DE NABEUL,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS",,
229531,EVASION VOYAGES SERVICES HAVENUE HABIB BOURGUIBA TEBOULBA,GENERAL,AGRICULTURE,EVASION VOYAGES SERVICES,COMMERCE,,
229781,SOCIETE SOVOTISS ROUTE DE SOUSSE BOUHJAR,GENERAL,AGRICULTURE,SOCIETE SOVOTISS,FILATURE ET TISSAGE,,
229801,FERME BEN HAIMMOUDA ABDELAZIZ ROUTE DE HAMROUNIA KM21 MATEUR,GENERAL,AGRICULTURE,FERME BEN HAIMMOUDA ABDELAZIZ,PRODUCTION VEGETALE,,
229881,S O D I B O I S AVENUE HABIB BOURGUIBA KSIBET MEDIOUNI,GENERAL,AGRICULTURE,S O D I B O I S,COMMERCE,,
240041,SMVDA SANAD JERADOU ZRIBA,GENERAL,AGRICULTURE,S.M.V.D.A.,PRODUCTION VEGETALE,,
240191,"SOCIETE TRAVAUX PUBLIC ET HYDRAULIQUES ""STPH"" IMMEUBLE OLIVIA SFAX",GENERAL,AGRICULTURE,"SOCIETE TRAVAUX PUBLIC ET HYDRAULIQUES ""STPH""",BATIMENT ET TRAVAUX PUBLICS,,
240261,SOCIETE LE PASSAGE GP1 KM 12 EZZAHRA,GENERAL,AGRICULTURE,SOCIETE LE PASSAGE,COMMERCE,,
240271,MARZOUGUI RIDHA 7 RUE HRAIRIA CITE ESSALAMA BARDO,GENERAL,AGRICULTURE,MARZOUGUI RIDHA,MINES,,
240411,EUROMED DE COMMERCCE INTERNATIONAL 055 RUE KHEIREDDINE PACHA MONTPLAISIR TUNIS,GENERAL,AGRICULTURE,EUROMED DE COMMERCE INTERNATIONAL,COMMERCE,,
240971,SOCIETE JERMA PECHE 21 AV TAHAR BEN AMMAR EL MANAR II,GENERAL,AGRICULTURE,SOCIETE JERMA PECHE,PECHE,,
